timestamp,event_type,task_id,gpu_id,npts
2000,START,109,4,11329692
2000,START,65,4,5389737
2000,START,24,8,11916176
2000,START,112,8,8112870
2000,START,4,12,7503288
2000,START,68,12,9112263
2000,START,76,16,9912422
2000,START,104,16,8010020
24000,START,5,20,8918796
24000,START,36,20,8226717
94000,FINISH,65,4,5389737
114000,START,58,24,9394329
114000,START,146,24,9273510
120000,START,75,28,9381209
120000,START,130,28,10445152
136000,FINISH,4,12,7503288
139000,FINISH,112,8,8112870
139000,FINISH,104,16,8010020
160000,FINISH,68,12,9112263
160000,START,70,12,9523927
160000,START,150,12,10569581
164000,FINISH,36,20,8226717
169000,FINISH,76,16,9912422
169000,START,33,16,11896061
169000,START,137,16,7991280
186000,FINISH,5,20,8918796
186000,START,155,20,11184270
186000,START,84,20,8715480
192000,START,50,32,8159611
192000,START,80,32,8499342
201000,FINISH,24,8,11916176
201000,START,90,8,12547588
201000,START,56,8,7904790
205000,FINISH,109,4,11329692
205000,START,117,4,9060298
205000,START,96,4,10828333
272000,INTERRUPT,90,8,12547588
272000,INTERRUPT,56,8,7904790
275000,FINISH,58,24,9394329
282000,FINISH,146,24,9273510
282000,START,56,24,7904790
282000,START,90,24,12547588
286000,FINISH,75,28,9381209
300000,FINISH,137,16,7991280
302000,FINISH,130,28,10445152
302000,START,134,28,11273100
302000,START,0,28,8727197
326000,FINISH,70,12,9523927
330000,START,136,8,10960345
330000,START,46,8,9370337
333000,FINISH,84,20,8715480
335000,FINISH,50,32,8159611
340000,FINISH,150,12,10569581
340000,FINISH,80,32,8499342
340000,START,9,12,12357114
340000,START,95,12,7968444
340000,START,138,32,11140485
340000,START,31,32,9229031
357000,FINISH,117,4,9060298
368000,FINISH,33,16,11896061
368000,START,45,16,10878107
368000,START,71,16,8686886
382000,FINISH,155,20,11184270
382000,START,21,20,10766274
382000,START,121,20,9666046
399000,FINISH,96,4,10828333
399000,START,103,4,11624736
399000,START,6,4,8672705
419000,FINISH,90,24,12547588
422000,FINISH,56,24,7904790
422000,START,20,24,8145837
422000,START,139,24,9300566
448000,FINISH,0,28,8727197
474000,INTERRUPT,21,20,10766274
474000,INTERRUPT,121,20,9666046
487000,FINISH,95,12,7968444
488000,FINISH,46,8,9370337
496000,FINISH,31,32,9229031
504000,FINISH,134,28,11273100
504000,START,21,28,10766274
504000,START,121,28,9666046
516000,FINISH,71,16,8686886
525000,FINISH,136,8,10960345
525000,START,16,8,8986529
525000,START,13,8,11440466
534000,START,142,20,11494832
534000,START,64,20,8505899
542000,FINISH,138,32,11140485
542000,START,1,32,12550781
542000,START,23,32,7830895
549000,FINISH,6,4,8672705
556000,FINISH,45,16,10878107
556000,START,116,16,10181515
556000,START,26,16,9748148
557000,FINISH,9,12,12357114
557000,START,48,12,8531928
557000,START,73,12,11582976
562000,FINISH,20,24,8145837
584000,FINISH,139,24,9300566
584000,START,107,24,11412193
584000,START,101,24,8108685
603000,FINISH,103,4,11624736
603000,START,98,4,11041144
603000,START,153,4,9214886
665000,INTERRUPT,1,32,12550781
665000,INTERRUPT,23,32,7830895
676000,FINISH,121,28,9666046
677000,FINISH,16,8,8986529
679000,FINISH,64,20,8505899
686000,FINISH,21,28,10766274
686000,START,1,28,12550781
686000,START,23,28,7830895
705000,FINISH,73,12,11582976
710000,FINISH,48,12,8531928
710000,START,38,12,9607806
710000,START,97,12,10151058
717000,FINISH,13,8,11440466
717000,START,145,8,8612527
717000,START,87,8,7008169
722000,FINISH,26,16,9748148
729000,FINISH,101,24,8108685
734000,FINISH,116,16,10181515
734000,START,51,16,12546842
741000,FINISH,142,20,11494832
741000,START,32,20,11126248
741000,START,94,20,8006598
758000,FINISH,153,4,9214886
779000,FINISH,107,24,11412193
779000,START,85,24,9168905
779000,START,8,24,9829585
802000,FINISH,98,4,11041144
802000,START,159,4,10920575
802000,START,147,4,9463677
824000,FINISH,23,28,7830895
837000,FINISH,87,8,7008169
871000,FINISH,145,8,8612527
871000,START,55,8,11919815
871000,START,28,8,8253909
882000,INTERRUPT,1,28,12550781
882000,FINISH,38,12,9607806
883000,FINISH,94,20,8006598
894000,FINISH,97,12,10151058
894000,START,1,12,12550781
933000,FINISH,85,24,9168905
933000,FINISH,8,24,9829585
933000,START,157,24,11169272
933000,START,17,24,8890203
938000,FINISH,32,20,11126248
938000,START,67,20,10150364
938000,START,152,20,9764753
947000,FINISH,51,16,12546842
947000,START,52,16,11313061
947000,START,127,16,8219772
970000,FINISH,147,4,9463677
978000,START,143,28,9207969
978000,START,86,28,10027327
998000,FINISH,159,4,10920575
998000,START,123,4,11619425
998000,START,114,4,8799665
1010000,FINISH,28,8,8253909
1077000,FINISH,55,8,11919815
1077000,START,118,8,12543115
1086000,FINISH,17,24,8890203
1091000,FINISH,127,16,8219772
1107000,FINISH,152,20,9764753
1111000,FINISH,67,20,10150364
1111000,START,7,20,11352458
1111000,START,19,20,8845199
1133000,FINISH,1,12,12550781
1133000,START,69,12,10450600
1133000,START,93,12,9397782
1135000,FINISH,157,24,11169272
1135000,START,43,24,11034601
1135000,START,14,24,8881830
1141000,FINISH,52,16,11313061
1141000,START,22,16,12547620
1147000,FINISH,114,4,8799665
1148000,FINISH,143,28,9207969
1150000,FINISH,86,28,10027327
1150000,START,41,28,12265045
1206000,FINISH,123,4,11619425
1206000,START,15,4,9818475
1206000,START,10,4,9841451
1264000,FINISH,19,20,8845199
1285000,FINISH,14,24,8881830
1296000,FINISH,7,20,11352458
1296000,START,131,20,10931236
1296000,START,66,20,9337895
1305000,FINISH,118,8,12543115
1305000,START,29,8,12197790
1307000,FINISH,93,12,9397782
1313000,FINISH,69,12,10450600
1313000,START,12,12,9162886
1313000,START,40,12,10950623
1324000,FINISH,43,24,11034601
1324000,START,77,24,9582446
1324000,START,61,24,10424581
1360000,FINISH,22,16,12547620
1360000,START,102,16,11503522
1360000,START,156,16,8713996
1367000,FINISH,41,28,12265045
1367000,START,88,28,10707546
1367000,START,82,28,9623738
1372000,FINISH,15,4,9818475
1372000,FINISH,10,4,9841451
1372000,START,105,4,9128248
1372000,START,144,4,10794100
1386000,START,133,32,11415893
1386000,START,63,36,11697547
1440000,INTERRUPT,12,12,9162886
1440000,INTERRUPT,40,12,10950623
1452000,START,12,12,9162886
1452000,START,40,12,10950623
1454000,FINISH,66,20,9337895
1479000,FINISH,131,20,10931236
1479000,START,111,20,9482563
1479000,START,100,20,9768686
1491000,FINISH,77,24,9582446
1500000,FINISH,61,24,10424581
1500000,START,108,24,12504656
1511000,FINISH,156,16,8713996
1517000,FINISH,29,8,12197790
1517000,START,57,8,11855743
1527000,FINISH,82,28,9623738
1529000,FINISH,105,4,9128248
1553000,FINISH,144,4,10794100
1553000,START,54,4,10809605
1553000,START,106,4,9138707
1555000,FINISH,88,28,10707546
1555000,START,129,28,12547717
1570000,FINISH,133,32,11415893
1570000,START,113,32,11761672
1574000,FINISH,102,16,11503522
1574000,START,140,16,10731156
1574000,START,30,16,9657794
1593000,FINISH,63,36,11697547
1593000,START,115,36,11363352
1612000,FINISH,12,12,9162886
1641000,FINISH,40,12,10950623
1641000,START,83,12,10262333
1641000,START,120,12,10012880
1645000,FINISH,111,20,9482563
1659000,FINISH,100,20,9768686
1659000,START,124,20,10376612
1659000,START,49,20,9883644
1693000,FINISH,30,16,9657794
1706000,FINISH,54,4,10809605
1710000,FINISH,106,4,9138707
1710000,START,35,4,11419882
1719000,FINISH,108,24,12504656
1719000,START,62,24,10289301
1719000,START,126,24,9869923
1724000,FINISH,57,8,11855743
1724000,START,79,8,12182656
1760000,FINISH,140,16,10731156
1760000,START,122,16,12537303
1782000,FINISH,129,28,12547717
1782000,FINISH,113,32,11761672
1782000,START,42,28,12542987
1782000,START,125,32,11160080
1791000,FINISH,115,36,11363352
1791000,START,81,36,12542848
1815000,FINISH,83,12,10262333
1817000,FINISH,120,12,10012880
1817000,START,18,12,12089929
1828000,FINISH,49,20,9883644
1844000,FINISH,124,20,10376612
1844000,START,148,20,12548512
1896000,FINISH,126,24,9869923
1899000,FINISH,62,24,10289301
1899000,START,92,24,12035631
1914000,FINISH,35,4,11419882
1914000,START,72,4,10552608
1914000,START,91,4,9851823
1932000,FINISH,79,8,12182656
1932000,START,132,8,11200626
1978000,FINISH,125,32,11160080
1978000,START,149,32,12543296
1987000,FINISH,122,16,12537303
1987000,START,11,16,11607666
2001000,INTERRUPT,149,32,12543296
2001000,FINISH,42,28,12542987
2001000,START,149,28,12543296
2010000,FINISH,81,36,12542848
2010000,START,99,36,12098702
2023000,FINISH,18,12,12089929
2023000,START,135,12,11069821
2057000,FINISH,72,4,10552608
2059000,FINISH,148,20,12548512
2059000,START,110,20,11339716
2089000,FINISH,91,4,9851823
2089000,START,39,4,11506282
2114000,FINISH,92,24,12035631
2114000,START,158,24,12326376
2123000,FINISH,132,8,11200626
2123000,START,74,8,12533815
2187000,FINISH,11,16,11607666
2187000,START,2,16,12542930
2193000,FINISH,110,20,11339716
2193000,START,27,20,12543491
2219000,FINISH,135,12,11069821
2219000,START,119,12,11126549
2224000,FINISH,149,28,12543296
2224000,START,60,28,10261200
2229000,FINISH,99,36,12098702
2229000,START,47,36,11975936
2291000,FINISH,39,4,11506282
2291000,START,37,4,12544293
2331000,FINISH,158,24,12326376
2331000,START,141,24,11357884
2341000,FINISH,74,8,12533815
2341000,START,53,8,11435672
2396000,FINISH,60,28,10261200
2396000,START,25,28,10599782
2408000,FINISH,27,20,12543491
2408000,START,78,20,12552648
2410000,FINISH,2,16,12542930
2410000,START,59,16,12546482
2412000,FINISH,119,12,11126549
2412000,START,89,12,12548092
2430000,FINISH,47,36,11975936
2430000,START,44,36,11059932
2508000,FINISH,37,4,12544293
2508000,START,34,4,11702256
2534000,FINISH,141,24,11357884
2534000,START,128,24,11603040
2536000,FINISH,53,8,11435672
2536000,START,151,8,12550654
2575000,FINISH,25,28,10599782
2575000,START,154,28,11683882
2616000,FINISH,44,36,11059932
2616000,START,3,36,12547303
2623000,FINISH,59,16,12546482
2624000,FINISH,78,20,12552648
2624000,FINISH,89,12,12548092
2705000,FINISH,34,4,11702256
2726000,FINISH,128,24,11603040
2755000,INTERRUPT,3,36,12547303
2755000,START,3,4,12547303
2759000,FINISH,151,8,12550654
2778000,FINISH,154,28,11683882
2979000,FINISH,3,4,12547303
