timestamp,event_type,task_id,gpu_id,npts
2000,START,129,4,12547717
2000,START,56,4,7904790
2000,START,76,8,9912422
2000,START,100,8,9768686
2000,START,25,12,10599782
2000,START,65,12,5389737
2000,START,158,16,12326376
2000,START,112,16,8112870
24000,START,43,20,11034601
24000,START,101,20,8108685
94000,FINISH,65,12,5389737
114000,START,92,24,12035631
114000,START,4,24,7503288
120000,START,11,28,11607666
120000,START,6,28,8672705
139000,FINISH,112,16,8112870
142000,FINISH,56,4,7904790
169000,FINISH,76,8,9912422
169000,FINISH,101,20,8108685
181000,FINISH,25,12,10599782
181000,START,49,12,9883644
181000,START,153,12,9214886
182000,FINISH,100,8,9768686
182000,START,82,8,9623738
182000,START,12,8,9162886
192000,START,102,32,11503522
192000,START,64,32,8505899
213000,FINISH,43,20,11034601
213000,START,119,20,11126549
213000,START,106,20,9138707
219000,FINISH,158,16,12326376
219000,START,14,16,8881830
219000,START,48,16,8531928
229000,FINISH,129,4,12547717
229000,START,78,4,12552648
229000,START,87,4,7008169
248000,FINISH,4,24,7503288
270000,FINISH,6,28,8672705
272000,INTERRUPT,82,8,9623738
272000,INTERRUPT,12,8,9162886
320000,FINISH,11,28,11607666
320000,START,12,28,9162886
320000,START,82,28,9623738
329000,FINISH,92,24,12035631
329000,START,144,24,10794100
329000,START,111,24,9482563
330000,START,0,8,8727197
330000,START,34,8,11702256
336000,FINISH,153,12,9214886
337000,FINISH,64,32,8505899
349000,FINISH,87,4,7008169
350000,FINISH,49,12,9883644
350000,START,121,12,9666046
350000,START,50,12,8159611
369000,FINISH,14,16,8881830
370000,FINISH,106,20,9138707
372000,FINISH,48,16,8531928
372000,START,59,16,12546482
372000,START,23,16,7830895
406000,FINISH,102,32,11503522
406000,FINISH,119,20,11126549
406000,START,41,20,12265045
406000,START,94,20,8006598
406000,START,132,32,11200626
406000,START,85,32,9168905
445000,FINISH,78,4,12552648
445000,START,21,4,10766274
445000,START,68,4,9112263
474000,INTERRUPT,41,20,12265045
474000,INTERRUPT,94,20,8006598
476000,FINISH,0,8,8727197
480000,FINISH,12,28,9162886
480000,FINISH,82,28,9623738
480000,START,41,28,12265045
480000,START,94,28,8006598
493000,FINISH,50,12,8159611
495000,FINISH,111,24,9482563
510000,FINISH,144,24,10794100
510000,FINISH,23,16,7830895
510000,START,150,24,10569581
510000,START,58,24,9394329
522000,FINISH,121,12,9666046
522000,START,123,12,11619425
522000,START,145,12,8612527
527000,FINISH,34,8,11702256
527000,START,55,8,11919815
527000,START,104,8,8010020
534000,START,98,20,11041144
534000,START,105,20,9128248
560000,FINISH,85,32,9168905
585000,FINISH,59,16,12546482
585000,START,79,16,12182656
585000,START,137,16,7991280
597000,FINISH,132,32,11200626
597000,START,72,32,10552608
597000,START,38,32,9607806
603000,FINISH,68,4,9112263
622000,FINISH,94,28,8006598
627000,FINISH,21,4,10766274
627000,START,103,4,11624736
627000,START,156,4,8713996
664000,FINISH,104,8,8010020
665000,INTERRUPT,72,32,10552608
665000,INTERRUPT,38,32,9607806
671000,FINISH,58,24,9394329
676000,FINISH,145,12,8612527
690000,FINISH,150,24,10569581
690000,START,38,24,9607806
690000,START,72,24,10552608
691000,FINISH,105,20,9128248
697000,FINISH,41,28,12265045
697000,START,63,28,11697547
697000,START,84,28,8715480
716000,FINISH,137,16,7991280
730000,FINISH,123,12,11619425
730000,START,39,12,11506282
730000,START,20,12,8145837
733000,FINISH,55,8,11919815
733000,FINISH,98,20,11041144
733000,START,28,8,8253909
733000,START,109,8,11329692
733000,START,73,20,11582976
733000,START,36,20,8226717
778000,FINISH,156,4,8713996
793000,FINISH,79,16,12182656
793000,START,117,16,9060298
793000,START,54,16,10809605
831000,FINISH,103,4,11624736
831000,START,17,4,8890203
831000,START,126,4,9869923
833000,FINISH,72,24,10552608
844000,FINISH,84,28,8715480
862000,FINISH,38,24,9607806
862000,START,110,24,11339716
862000,START,71,24,8686886
870000,FINISH,20,12,8145837
872000,FINISH,28,8,8253909
873000,FINISH,36,20,8226717
881000,FINISH,73,20,11582976
881000,START,47,20,11975936
881000,START,95,20,7968444
882000,INTERRUPT,63,28,11697547
932000,FINISH,39,12,11506282
932000,START,63,12,11697547
932000,START,127,12,8219772
936000,FINISH,109,8,11329692
936000,START,146,8,9273510
936000,START,140,8,10731156
945000,FINISH,117,16,9060298
946000,FINISH,54,16,10809605
946000,START,125,16,11160080
946000,START,31,16,9229031
978000,START,128,28,11603040
978000,START,114,28,8799665
984000,FINISH,17,4,8890203
996000,FINISH,110,24,11339716
1008000,FINISH,126,4,9869923
1008000,START,122,4,12537303
1010000,FINISH,71,24,8686886
1010000,START,22,24,12547620
1028000,FINISH,95,20,7968444
1076000,FINISH,127,12,8219772
1082000,FINISH,47,20,11975936
1082000,START,155,20,11184270
1082000,START,80,20,8499342
1102000,FINISH,31,16,9229031
1104000,FINISH,146,8,9273510
1122000,FINISH,140,8,10731156
1122000,START,148,8,12548512
1127000,FINISH,114,28,8799665
1139000,FINISH,63,12,11697547
1139000,START,147,12,9463677
1139000,START,86,12,10027327
1142000,FINISH,125,16,11160080
1142000,START,93,16,9397782
1142000,START,40,16,10950623
1170000,FINISH,128,28,11603040
1170000,START,88,28,10707546
1170000,START,30,28,9657794
1229000,FINISH,22,24,12547620
1229000,START,99,24,12098702
1230000,FINISH,80,20,8499342
1235000,FINISH,122,4,12537303
1235000,START,96,4,10828333
1235000,START,77,4,9582446
1278000,FINISH,155,20,11184270
1278000,START,44,20,11059932
1278000,START,66,20,9337895
1289000,FINISH,30,28,9657794
1307000,FINISH,147,12,9463677
1311000,FINISH,86,12,10027327
1311000,START,113,12,11761672
