timestamp,event_type,task_id,gpu_id,npts
2000,START,17,4,8890203
2000,START,98,4,11041144
2000,START,149,8,12543296
2000,START,4,8,7503288
2000,START,7,12,11352458
2000,START,114,12,8799665
2000,START,28,16,8253909
2000,START,152,16,9764753
24000,START,141,20,11357884
24000,START,6,20,8672705
114000,START,122,24,12537303
114000,START,65,24,5389737
120000,START,127,28,8219772
120000,START,146,28,9273510
136000,FINISH,4,8,7503288
141000,FINISH,28,16,8253909
151000,FINISH,114,12,8799665
155000,FINISH,17,4,8890203
171000,FINISH,152,16,9764753
171000,START,81,16,12542848
171000,START,23,16,7830895
174000,FINISH,6,20,8672705
187000,FINISH,7,12,11352458
187000,START,131,12,10931236
187000,START,36,12,8226717
192000,START,48,32,8531928
192000,START,156,32,8713996
201000,FINISH,98,4,11041144
201000,START,97,4,10151058
201000,START,85,4,9168905
206000,FINISH,65,24,5389737
225000,FINISH,149,8,12543296
225000,START,18,8,12089929
225000,START,20,8,8145837
227000,FINISH,141,20,11357884
227000,START,83,20,10262333
227000,START,49,20,9883644
264000,FINISH,127,28,8219772
272000,INTERRUPT,18,8,12089929
272000,INTERRUPT,20,8,8145837
288000,FINISH,146,28,9273510
288000,START,18,28,12089929
288000,START,20,28,8145837
309000,FINISH,23,16,7830895
327000,FINISH,36,12,8226717
330000,START,94,8,8006598
330000,START,56,8,7904790
341000,FINISH,122,24,12537303
341000,START,117,24,9060298
341000,START,58,24,9394329
343000,FINISH,156,32,8713996
345000,FINISH,48,32,8531928
345000,START,59,32,12546482
345000,START,87,32,7008169
355000,FINISH,85,4,9168905
370000,FINISH,131,12,10931236
370000,START,104,12,8010020
370000,START,106,12,9138707
385000,FINISH,97,4,10151058
385000,START,21,4,10766274
385000,START,137,4,7991280
390000,FINISH,81,16,12542848
390000,START,109,16,11329692
390000,START,0,16,8727197
396000,FINISH,49,20,9883644
401000,FINISH,83,20,10262333
401000,START,15,20,9818475
401000,START,84,20,8715480
428000,FINISH,20,28,8145837
465000,FINISH,87,32,7008169
470000,FINISH,56,8,7904790
472000,FINISH,94,8,8006598
472000,START,95,8,7968444
472000,START,126,8,9869923
474000,INTERRUPT,15,20,9818475
474000,INTERRUPT,84,20,8715480
493000,FINISH,117,24,9060298
494000,FINISH,18,28,12089929
494000,START,15,28,9818475
494000,START,84,28,8715480
502000,FINISH,58,24,9394329
502000,START,144,24,10794100
502000,START,31,24,9229031
507000,FINISH,104,12,8010020
516000,FINISH,137,4,7991280
527000,FINISH,106,12,9138707
527000,START,73,12,11582976
