timestamp,event_type,gpu_id
0,add,node1
0,add,node2
0,add,node3
0,add,node4
0,add,node5
0,add,node6
0,add,node7
0,add,node8
0,add,node9
0,add,node10
0,add,node11
0,add,node12
0,add,node13
0,add,node14
0,add,node15
0,add,node16
0,add,node17
0,add,node18
120000,add,node19
120000,add,node20
120000,add,node21
120000,add,node22
360000,add,node23
540000,add,node24
540000,add,node25
540000,add,node26
540000,add,node27
600000,add,node28
660000,add,node29
660000,add,node30
700792,remove,node14
903753,remove,node8
960000,add,node8
960000,add,node14
1267381,remove,node30
1618417,remove,node20
1620000,add,node20
1620000,add,node30
1733172,remove,node1
1792818,remove,node10
1851065,remove,node26
1910971,remove,node27
2047338,remove,node2
2536576,remove,node14
2640000,add,node1
2640000,add,node2
2760000,add,node10
3136966,remove,node28
3317419,remove,node17
3576985,remove,node15
3580937,remove,node13
3630310,remove,node25
3633210,remove,node21
3660000,add,node13
3720000,add,node14
3810349,remove,node8
3840000,add,node8
3958369,remove,node29
4141193,remove,node13
4428097,remove,node1
4796696,remove,node12
4800000,add,node1
4800000,add,node12
4800000,add,node13
4916517,remove,node19
4918595,remove,node10
5022518,remove,node6
5220000,add,node6
5220000,add,node10
5220000,add,node15
5376135,remove,node7
5880000,add,node7
5880000,add,node17
6060000,add,node19
6300000,add,node21
6300000,add,node25
6300000,add,node26
6610669,remove,node10
6900000,add,node10
6900000,add,node27
6900000,add,node28
6900000,add,node29
6900000,add,node31
6900000,add,node32
6900000,add,node33
7200000,add,node34
7624095,remove,node18
7721131,remove,node8
7912085,remove,node17
7963297,remove,node22
8203556,remove,node25
8394957,remove,node13
8531419,remove,node6
8850236,remove,node7
8949729,remove,node10
9096660,remove,node9
9180000,add,node6
9180000,add,node7
9180000,add,node8
9180000,add,node9
9180000,add,node10
9198942,remove,node15
9545612,remove,node24
10140000,add,node13
10143106,remove,node29
10363935,remove,node21
10380000,add,node15
10645551,remove,node6
10815438,remove,node15
10927545,remove,node7
10980000,add,node6
11012383,remove,node16
11081910,remove,node33
11249434,remove,node9
11301340,remove,node30
11447072,remove,node32
11462841,remove,node31
11545806,remove,node28
11640000,add,node7
11732165,remove,node23
12044714,remove,node13
12360000,add,node9
12771426,remove,node10
12929924,remove,node7
13132395,remove,node20
13338731,remove,node12
13601213,remove,node1
13800000,add,node1
13800000,add,node7
13800000,add,node10
13800000,add,node12
14301499,remove,node34
14353960,remove,node12
14940000,add,node12
15120000,add,node13
15135970,remove,node9
15180000,add,node9
15180000,add,node15
15287637,remove,node7
15480000,add,node7
15480000,add,node16
15480000,add,node17
15480000,add,node18
15540000,add,node20
15540000,add,node21
15631756,remove,node14
15921140,remove,node18
15960000,add,node14
15960000,add,node18
16025417,remove,node13
16080000,add,node13
16080000,add,node22
16440000,add,node23
16467961,remove,node20
16800000,add,node20
16845146,remove,node7
16860000,add,node7
16920000,add,node24
16926315,remove,node12
17018936,remove,node19
17213156,remove,node15
17580000,add,node12
17580000,add,node15
17587233,remove,node2
18095771,remove,node16
18220091,remove,node27
18436365,remove,node18
18670310,remove,node1
18833967,remove,node13
18835051,remove,node3
19103684,remove,node14
19554313,remove,node10
19560000,add,node1
19631509,remove,node6
19689344,remove,node7
20009090,remove,node26
20220000,add,node2
20874468,remove,node12
20940000,add,node3
20940000,add,node6
20940000,add,node7
20940000,add,node10
20940000,add,node12
21530629,remove,node9
21540000,add,node9
21540000,add,node13
21540000,add,node14
21540000,add,node16
21697228,remove,node1
21764689,remove,node20
21780000,add,node1
22372343,remove,node6
22500000,add,node6
22500000,add,node18
22500000,add,node19
22500000,add,node20
22500000,add,node25
22851191,remove,node11
22909123,remove,node22
23191316,remove,node9
23202091,remove,node15
23400000,add,node9
23400000,add,node11
23400000,add,node15
23493763,remove,node13
23520000,add,node13
23520000,add,node22
23640000,add,node26
23669732,remove,node6
23847638,remove,node16
23864428,remove,node4
23880000,add,node4
23938831,remove,node18
23940000,add,node6
24313721,remove,node15
24360000,add,node15
24414445,remove,node26
24444884,remove,node14
24711984,remove,node19
24900000,add,node14
24900000,add,node16
24900000,add,node18
25200000,add,node19
25200000,add,node26
25203360,remove,node15
25320835,remove,node5
25380000,add,node5
25500000,add,node15
25538692,remove,node22
25845793,remove,node9
25898800,remove,node23
26180163,remove,node13
26220000,add,node9
26256466,remove,node21
26340000,add,node13
26438807,remove,node4
26460000,add,node4
26460000,add,node21
26460000,add,node22
26719063,remove,node3
26731287,remove,node16
